formula,Egap
C2H6O1Se1,3.8509
Cl6Pt1S2,2.158
Cl2Hg1O2Pb2,2.2603
Ca3Na2O9Ta2,3.6593
H12N1O12S2Tb1,5.2478
I2La2O4Si1,3.5072
Cl2Cu2O6Sr1Te2,1.3727
H2Mn1O8S2,4.2203
Cu1Dy1Mo2O8,2.0983
B8Bi2O15,4.4356
P2S8Zn3,2.2874
Bi1Cd1Cl1S2,1.9795
K1O7P2Ti1,3.0828
Au1Cs1N12,1.5197
Cr1Hg1O6Pb2,2.0708
Cs1F7Rb2Si1,5.4903
Ba1O8Si2U1,3.548
Cl2H2Mg1O1,5.3456
Ca3K2O10Si3,4.7606
Mn1Nb2O8Zn2,2.938
Ag1Te1Tl1,0.4633
Se4Ti1Tl4,2.1992
Li1S2Sb1,1.2023
Na2O8P2V1,2.5034
S3Sn1Sr1,0.5687
F2O2Xe1,2.4642
Al2Te3,1.8551
C2H6O6,3.3139
As1Cl2Hg2,1.3016
H8K4O16P4,5.3612
Al3B4Gd1O12,5.2348
Ba1Cu4O17P4V1,1.0361
As2Eu3S8,1.4911
Ba1O7Sr1Ta2,2.4591
F10I1Sb1,4.0297
Al2Sb6Sr5,0.7645
As1Br1Hg3Se4,1.2728
Br3N3S4,1.716
Se5Sr1U2,0.5016
H3I3N2,0.778
Cl2I1K1,2.3549
F20O2Re2Sb2,2.1199
Ba1O10Si3Yb2,0.2561
Ho1K1S2,2.353
Na1P1Pd1S4,1.4657
C1N2Na2,3.0533
Pt3Rb2S6U1,1.476
As1C1Cl2F9S1,3.807
C2H3K1O3,5.1855
Bi2S4Yb1,1.1332
Cl3O6Pr3W1,3.1216
Ca3Mn2O14Si4,1.5328
As1H36Li3N12Se4,1.7024
Br2Nb1O1,0.9063
As1Li1Mn1O4,1.7265
O13Rb2Ti6,3.0903
La1S3Sc1,2.1856
H8Mg1O10P2,2.4391
Eu1Li1O2,0.5227
H4I2O8Zn1,3.3779
Li14O14Pr3Rb2,2.143
Li2Mg1Mn3O8,1.9021
Fe1H5N1O10P3,2.4843
Fe2Na2O1Se2,1.564
Mg1O4Sb2,2.5473
Cs1Ho1S2,2.1398
Cd1K2O7P2,3.8553
K2O7W2,2.3134
Ba4I6O1,3.9836
Mo1Na1O5Sb1,3.268
Fe5Na3O9,1.6826
Fe2Ge1Ti1,1.2535
Se4Y2Yb1,1.0816
B2O6Zn3,3.4733
Cs1Na3O4Pb1,1.5277
Cu5K3O4,1.7536
H4O12S3Sr1,5.8512
Ge1Te6Ti1,0.4088
Ba3Bi2O16P4,3.8162
Cs8Ga4Se10,2.1207
Au4Cd1K2S4,2.1815
Ge1Ni2O4,2.1223
Eu1K1O8W2,0.0556
Ba5F5Ga1Li1N3,1.3516
Ge3Nb1O9Rb1,3.3296
K3P1Se4,1.6776
As1Cl13P1Ta1,2.5829
Co1P3Si3,1.1676
Ga2O6Rb6,2.4409
Cs2P2Pt1,1.1105
Au2O7Se2,1.2094
C4Fe1Hg1N4S4,1.9139
C1H7K2O11,3.5639
Cd1Na1O4V1,2.7099
As1Cu1K2,1.1223
As2F7K1,4.7742
Ba3N2O1Zn1,0.5205
C10Hg1Mn2O10,2.6956
Ag1Nb3O8,2.3829
Ba2Ca1O6Te1,2.9961
F6K2Re1,3.3471
Fe1O8Rb1Se2,2.0578
C1S14,2.4978
Ca2H20N2O24P6,5.2985
Mo3O12Sc2,3.6276
As4Se3,1.6669999999999998
F4Zr1,4.8993
La7Mo7O30,0.38
C4Cd1H6O2S4,2.4117
C2Cl2O4Pb2,2.9272
Cu1Pb1Se3Tb1,1.4152
Cl2H1K3O6Pt1S2,3.276
K2S11Sn2Y4,1.5862
Cr2O16P4Pb3,2.6014
Cr1H10Mg1O9,3.0143
C1H1N2Na1,4.0384
Hf3Rb4S14,1.9595
Mn1O5Si2,3.757
Cr1F6K1Rb2,4.2308
K2Mn3S4,3.2742
K1Rb1S1,2.2096
Ca2O7Ta2,2.4623
Bi2C2Ca1O8,1.0568
Ag3K3S8Ta2,2.6291
Na1O8Ta3,2.9522
Ag2K1S4Sb1,0.8055
Al1As3Cl4S5,2.2595
B1C1Cl2N1Sr3,1.8679
Gd1O4Ta1,4.1177
As1O5P1,2.0142
Ba2Ga2S5,2.8003
Ba2F6Zn1,5.872000000000001
Cd2K2O3,0.7752
Ca1F6Li1Ni1,1.9831
As1Ca2Cl1O4,3.7949
K2O5Zr2,3.8083
Br6Gd1Na3,1.1078
Al2O18P6,5.8131
Mo4O18Sb2Y2,3.1236
Ba11Cd6Sb12,0.1799
C10Fe2O10Se1Te1W1,1.9402
Ba1Cl2Hg2O2,1.6030000000000002
I1Nb1O2,0.7592
Ag3Rb1Se2,0.3783
Ca7F3K1O12Si3,4.7123
H20N8O12P4,2.1456
C6Cs2Ir1Li1N6,5.662999999999999
Br4Li2Zn1,4.0687
F14K4Sb2Sn1,3.5703
As1Na3Se3,2.0059
B5H9,5.8019
Ba1F7Fe1Mn1,2.0358
B1O9Tb3W1,3.4306
Nd1Rb1Se2,1.8686
Se10Sn2Sr4,0.8009
Mg2S4Si1,2.9672
Cl1F8Ta1,3.3993
Cl7Cs3Mg2,4.3876
H2O26Pb10V6,2.7859
Hf1La2S5,1.0715
Ce1F4K1,5.4375
Bi1Br1Cd1Se2,1.4434
F11Na1V1Zr2,1.949
Cl6Rb2Se1,2.6107
H4K4O14P4,5.0873
O14Sr3Te4U1,2.9429
Br2Se2,1.7208
Ca1Cs2H4,2.9971
Ba1C3H3O7,3.0139
H14N4O8S2,5.1784
Cl2H12Sr7,3.8637
Li1Mo3O8Y1,1.6165
F4Ge1,5.2736
Bi2La4S9,0.9838
Cl3Ir1Te6,1.2386
K2O7P2Zn1,4.5205
Al1Cl1O1,2.3992
Te4V3,0.5031
Cd1Sc2Se4,0.7749
Ba2Ca1H6O16P4,5.4557
Br9Nb2Rb3,0.6022
Ag2Br6Hg7P8,1.0068
Ba1Lu2S4,1.7267
K1Na1Nb1Nd1O5,3.4688
Cr1K3O4,1.3896
O1S2Y2,2.5505
Mn1S4Sb2,1.4966
As2C16Ga2H48Si4,3.7059
F8N2O2Re1,0.8002
C4Na2O8Sn1,2.8215
Ba2Ge2Mn1O7,2.1454
As2F12Hg4,0.7433
C9Fe3O10S2,2.2534
As1Bi1O5Pb1,2.3021
Li1Nb1O6W1,2.5701
O6Se2Ti1,2.8319
Cr1Nd1O6Te1,2.4921
Cs6Ga2Se6,2.1099
Cs2Cu2Se4Ti1,1.586
Ag3P1Se4,0.55
C8H24O8P4Rh2,2.4130000000000003
Cu1P1Sr1,0.0295
F2H12N3O5V1,2.6493
Pd3Se8Ta2,0.7058
Au1Ge4K3,0.8206
Al1As2K1O7,3.0315
Bi2Mo2O13Se2,2.675
Cs2F6K1Rh1,3.3968
Ba3Co1Nb2O9,2.5805
K2Nb2O14Si4,3.7203
La3N1S3,1.2125
C8H24Mn2O16P4,4.6316
B6Dy4H2O16,5.1876
B1S2Tl1,1.7496
Cs3I9Nb2,0.508
Fe1K3O4,0.2852
F4Pb1Pd1,1.9165
Ge6Na4O15Sr1,2.655
Ba1Fe1Nd2S5,1.2073
Bi2Cl1In1S4,1.8813
Dy2Hf1S5,1.2047
Ga1H1O4Se1,3.9548
C4H6Na2O7,2.7688
N8Si5Sr2,3.1953
C2H6Mg1O6,4.8989
K4O8P2,3.1957
Ag7Rb1S4,0.6296
Cl4Zr1,3.6272
Ce2F4Se1,3.3292
Al6Cl2Ge6Na8O24,4.0496
Gd2Mo1O6,2.0863
F1Fe1Na1O4S1,3.5333
H2I2K2O10Se1,3.6653
Cd1H6N1O5P1,3.401
Br4Nb1O1Tl1,1.405
Be1Cr1Nd3S7,1.1075
C1Ca1H6N2O10Re2,3.4737
La2Mo3O12,3.5437
B12Br1H12Rb3,4.7368
Cd1H6O7P2,4.935
F1Li1O4S1Zn1,4.9297
K4Mo4O16Th1,4.0044
O6Sr3Tl2,0.7697
Cr6O28P8,1.4259
Ag2F1H2I1O1,2.1606
Se4Y2Zn1,0.3121
Na6Se7Sn2,1.2347
Au3Na1Si1,0.0492
Cu1H6N4O4,1.067
C5Fe1N6O1Tl2,2.5395
Mo4O18Sb2Tb2,3.1235
Fe3Na3O16P4,2.0938
Cu2H4O8S2Zn1,3.0504
Au2O10Se3,1.0858
Li1O12P4Yb1,0.2052
Pb4Rb4,0.4251
H1N1Sr1,1.7276
C2H12N2S4W1,2.3338
O5Se2Sr1,3.2782
Br1Mn1Sb1Se2,1.1743
F7Mn3O10P3Rb3,0.7921
Al1Cd1La3S7,2.3163
C1Na3O7P1Sr1,3.8686
C3Ce2F1Na1O9,4.0737
Cs3O8Ta1,3.0132
B1Na1O3Sr1,3.8658
Cu1Ho2K1S4,1.2224
C4Cl2Mg2Na6O12,3.7789
I1La1O9V2,2.5354
Cl6Hf1Hg3Se2,1.6211
Mo1O6Tb2,2.0753
Si46,1.3129
Bi1C5H5K2O10,4.1207
Ga1Ho4S9Sb1,2.2208
Na1Pr1Se2,1.5632
Bi1Li1Mg1,0.4624
Ca22O36S2Si8,3.5083
Au1O4S1,1.5829
K4Mn1Mo4O15,3.1061
Cd1Ge2O5,1.4768
Al2S4Sr1,3.8954
B1Ca2F1N2,2.914
C4N6Pb1,3.6419
K3P5Ru1Se10,0.9774
P1Rb1Se6,1.8395
Ba1Na1P1,0.8391
H12K2N6Sn1,2.292
Ga1N1O1Zn1,0.1314
As2O11W2,2.8583
F6Na2Nb1,1.0604
Si136,0.5324
B1C2H10N1,5.962999999999999
Br12Co1Sc7,0.3738
Ba1Cd1O7V2,3.0874
C2Cd1Cl4H12N2,3.5783
Bi1Cu1P2Se6,0.9369
Ag1N3O4,2.6451
Cl6N6S4W2,0.8127
H3I1Sr2,2.0685
Cu1F2O3W1,2.015
C15H19N3O5Pb1S2,2.0521
Ga2Se4Yb1,1.5337
Cd4N12P6S1,3.0686
Cs3F3H12N4,4.8489
Er2O1S2,2.6411
F8Fe3H4O2,0.5207
Al2Cl6O1Sn1,3.9006
B4Cu1O7,1.5428
O14Rb2Te2U3,2.9257
Cl6Cs2Na1Tb1,5.1976
Cr1Li1O8W2,2.4615
B12C2Li2,1.3874
Ag1B7O12Sr1,3.7224
Ge4Rb4,1.0578
As1Cs5P4S12,2.4052
Ba2F6Pd1,2.8355
C3Cl1F6I1O2,3.1148
H12N6Na2Sn1,1.1232
Cu1H2O6Pb1S1,1.7579
Cl6O1S8Ti4,2.0921
Ge1Hf1Te4,0.3798
Mn2O12P4,3.9845
Cu2Li2O6Te1,1.206
Ge3Os2,0.9046
Cl1F6O2Sb1,1.9586
H2Li1N1O3,2.7884
Cl14Sn2W3,0.8266
C1F1H7N3O3P1,5.0827
Er2O2S1,3.0735
K3O4P1,4.0001
F1O4Rb1S1,2.4231
C2H12Mo1N6O4,0.4669
C6Co1H18Mn1N12,0.9226
Ba1Fe1Pr2S5,1.2712
Be2K2O15Si6,4.8082
Si2Te6Tl6,1.0686
Bi12Cl12Pt1,0.8686
Ge2P4Sr3,0.9139
Ba3Ni1O4,2.1708
Br12Os1Se2,1.028
C1Cl6H3O1S1Sb1,2.0262
Li3P7,1.7903
C1H5N3,4.3872
H12N3Nb1O8,3.1281
C4F4Fe1H14N1O1,3.5598
F5H2N1Te1,2.6182
Cd1Se4Y2,0.6463
Al2H9N1O11P2,4.347
C2H8N1O7V3,1.6093
B12C3,1.5163
Ce1O9Ta3,2.8136
As2Fe4O11,1.5333
B5Cs2Li3O10,4.4797
Rb2Se2,0.9142
Cs1Nb3O10Sr2,1.7474
C2Ca2O10Te2,3.8501
H1Na1O7Se2Zn2,4.2088
Al4Bi4Cl16S4,2.8429
Cl6Ga1N1Se2,1.6365
Ca1Cu1H2O5Si1,0.0285
F5Na2Sb1,4.8308
Cl4Cs2Hg1,3.0255
Er1Pt1Sb1,0.0976
Cl7Cu7P12S9,1.7623
Be1H2O2,5.7170000000000005
B4C1Cl6O1,4.0523
As2Ba1Cu1O7,1.249
As2Cl4F6,2.8391
C3Eu1Na3O9,0.1529
I3Rb1Sn1,2.0111
As4Br7Hg6Ti1,1.2503
C3O1S7,2.1588
H4K3Na1O14P4,4.5974
B3La3N6,2.1204
C2Cl10N2Sb2,1.9327
Cs3Ni1O2,1.4945
Nd2O4Si1Te1,1.3521
Cl1H13O6,5.2321
Ca1O6Sb2,2.7677
Ba3Cr2Mo1O9,1.2482
Cl1O3Sb1Te1,3.1365
C10Fe2O10Te2W1,1.8725
Nb1O7Pr3,3.0331
Cd2H20N4O16P4,3.9199
Ag1F4Na2,2.1182
Ba2Lu1Nb1O6,3.0881
As1K1O9W2,2.0103
Cs3F7Ge1,4.3375
