formula,Egap
K1Li1O6P2,5.2919
Ba1Co1La2S5,1.2405
Br1H4Na1O2,4.2496
Li2Mo1O4,4.292
Cs1K2Sb1,0.8783
Ba1Ca1Fe4O8,1.5908
Ba1S4Tb2,1.7475
Cr1Li2O4,2.9446
As2H4O13V3,1.3615
I4U1,1.6652
Ba1Br1H1,3.1962
Ba2F6Ni1,3.8748
Co1H2Mo1O7Se1,2.7561
Mo1O8V2,1.1882
Hg2Mo2O7,2.2641
As6Be2Ca3O20Si2Ti1,3.0497
N4O8Zr7,2.7844
Ba2Ge1S4,2.2396
Cl1F8Nb1,3.3889
Ba3Co1O9Ru2,0.9724
B1F1H4N1O4P1,5.7403
N2O14S3,1.4883
Co1Cr2Se4,1.2548
Ag3Au1Te2,0.578
S7Sb4Sn1,0.7638
Ca5O14Te3,1.6844
S3Tl2Zr1,0.8898
Al2H12O15Se3,4.7702
K2Mn1O6Se2,3.7297
Pr1Rb1Se2,1.6561
B6H6K2,5.0161
H8Mo1N2S4,1.6739
Cd1H10N4O8S2,4.3907
Mn1Na2O7P2,3.8745
Al2Cl1H6Li1O6,5.1327
Cu1F1Nb1O3,1.6992
Cr1F7Rb3,0.779
Ca2N3V1,1.7797
Br3F6Sb1Se1,2.6047
Hf5K4O12,3.325
Pb2Se4Si1,1.7197
H10O8S1,5.5003
Ni1O6Pt1Sr3,2.7308
Cs1F3Hg1,0.7238
Ba2Ga1Sb1Se5,1.7458
Ca1H1K3O8P2,4.9571
Cs6Ni1O8Si2,1.9069
H4K2Zn1,4.1943
C2Cl2Hg3N4,1.7536
H2Li1O4P1,5.5878
Ge1K3S3,2.3646
Re4S4Te4,0.1508
O2Rb2Zn1,1.7442
H2Mn1O2,1.8398
Ge4N6Sr11,0.1755
Ba6Nb8O30Ti2,2.1723
Cu2Mg1O3,0.1395
F2Gd2Mg1Na2O12Si4,4.9034
Ce1O8Zr3,2.4279
H7Mg3Tc1,2.9768
O2Rb1Sc1,3.5536
Bi3Mn4N1O15,1.0663
Br9Ta1Te1,2.2837
Cs1Cu3S2,2.0853
Br4S1W1,1.45
Ag3I1N2O6,0.1759
K1O2Pr1,2.8507
Cl6In1Na3,3.8789
As3Ca2,0.1546
Ag2La2O10Ti3,2.3432
B1H5Li1N1,4.128
Mn1O3Se1,3.2622
Ca5Cl1O12P3,5.3039
Cd1H4Mg1N4O10,2.5708
Na6Se7Si2,2.1746
Dy3Fe1Ga1S7,1.8142
As1Rb1,0.5881
Al1Ca1H1Si1,0.3677
In2O5Ti1,1.9759
Li2Ni1O8W2,3.0546
C2F6O3,4.3607
Co1Cu2S4Sn1,0.6466
As1Cu1Se2,0.3278
K2Mo1S4,1.5154
C1O3Rb2,3.4407
Ca2Cd2K1Sb3,0.0995
N8Si6Sr1,3.207
Cu1Se7Si1Y3,1.5866
H5K3O14P4,5.3012
Ag1As1S1,0.1697
Cl3Nd1O12,2.3121
Cr1Cs1F4,2.6292
F7I1Xe1,3.0673
Cd1K2Se4Sn1,1.5659999999999998
Mn1Na1O4Rb2,1.893
Al1Ca3N3,2.4537
C4H7K1O10,3.3033
B3Cs1H8,5.9689
Au2Cs1F7,2.2824
Bi2Fe2Ga2O9,2.3862
Dy2O13Te5,2.9919
C1H6N3O4Re1,3.7521
Al1Ba1La1O4,4.3891
Na5O5V1,2.2598
F4Fe1Rb1,2.8086
Na4O4Si1,3.2589
Na4O9Si3Sr1,4.1184
K1S4Si1Y1,2.8195
F1Mg2N1,2.112
Bi3F6N1,2.7938
Cl12Mo1Te2,0.7458
C8Ca1H16K2O24Zr1,3.0768
H3La1O12Se3,0.624
Cs2Ge2Se5,1.588
Li1O5P1V1,1.3582
Li10O10Pb1Si2,2.9618
Cl1Nb1O8Pb2Se2,2.6381
Ca2O20Si8Th1,4.9168
Ge1O7P2,3.7857
F1K1O4S1Sn1,3.8439
Ca1Te1,1.5517
Ba1Ge3O9Sn1,2.7001
Ba1O2.8V1,0.8744
Cl10Dy6O12Si4,4.7355
Cl16Re4S4Te4,2.3956
I4Nb4Te17,0.9892
I6Pb1Tl4,2.2925
In1Na3O8P2,3.3927
Co2O8Te3,3.1982
Ba2La1O6Ta1,3.6791
La1Na1O4Ti1,3.1275
Dy4Ga1S9Sb1,2.2148
O7Sb2Sr2,1.3668
Ni1Sn1Th1,0.1326
Br3C3H9N1P1,2.6536
Cr8O21,1.5619999999999998
O7Os1Tb3,1.3030000000000002
F3Sb1,4.4925
Mn2O7Sc2,1.0503
Fe3H28O30S4,0.3720000000000001
Ba1Ni4O8,0.6098
As1Ca1H1Ni1O5,2.5379
Li1Na1O4S1,5.5321
H54Li4N18P14,2.125
C1H3Li1O3,4.8684
Cu1K2O12P4,2.2828
H1K1O3Si1,4.735
Be1Cr1La3S7,1.1183
I1Li6P1S5,2.2863
C1Cl1H5N1O3P1Zn1,4.9878
Bi2I1O4Pr1,1.2759
Cl6Hf1Se4,1.3116
Co1K1O2,1.0851
C1H5N1O3,5.1585
Nb2O6Sr1,2.9488
Ba1P4Te2,1.1749
C2Cl1F2H1O1S1,3.6819
As3Cl1O9Pb5,2.0179
Bi1C9Ir3O9,2.5815
Cd1O6Pt3,0.5795
Ga1H4Li1,4.6052
I2O1Sr2,3.2799
H6O10P2Zr1,4.4105
Cu2Ho2O5,1.5083
Cr1F6Na1,1.4593
Ca1H3Na1,3.3059
Ba2Li3N4Ta1,2.3941
La4O4Se3,1.4444
Rb2S1,1.959
Ag1F1Se1Sr1,1.3964
Li2O4Te1,2.2707
H4N1O8V3,2.0235
F12P4Pt1,4.9912
Mn1O6V2,1.8753
K1La1Na1Nb1O5,3.4031
Cu1Na2O10Si4,2.3272
Cl3K1Ti1,1.6826
S3Sr1,1.0649
K1O7Sb1Zn4,1.5722
H5N5Na2O12Ru1,1.959
Dy1Pt1Sb1,0.2269
H9K2Re1,5.2155
H2K1O3P1S1,4.5252
Ca7N9Nb1Si2,2.061
Li1Na1Se1,2.4681
Cu3K3S7Th2,1.2905
Ag2Ba1Hg2O4,1.7831
Cr5Rb1Se8,0.871
C1Co1O3,3.1395
C1Cl1Hg1N1S1,2.4443
Ge1O4Th1,3.7576
Ag8S6Sn1,0.5904
Cs6Ge2Se6,1.5812
Al1I4Na1,3.4221
Cu1In3K2Se6,0.988
H4.001N1.667Rb1,2.1076
As4I1K1O6,2.3589
Cd1K2Sb2Sr1,0.3567
Br3Cs1Cu1,0.3357
B2Be2Ca1F1Na1O6,5.008
Ge1I3Tl1,1.8976
Br8Hg2Pd1Rb2,1.9634
Bi2Ge3O9,2.9809
Ag1As1F6N16O8S16,1.8788
Ag1H4N1S4W1,1.91
F5H2Mn1O1Tl2,1.4961
Cu1Nd1O8W2,1.5738
C2F6H4Hg1O8S2,3.3949
As4Sr4Ti1,1.4628
F6K2Pd1,2.5425
Ca5F1O12V3,3.8438
F2O4Rb1S1Sb1,4.6754
K2P2Pd1S6,1.4409999999999998
Br2P4Se3,2.2324
I1Ta1Te4,0.4188
F5Fe1Rb2,3.4354
Er3Ga1O6,3.5672
Be1F4Yb1,1.9832
Br1Hf1N1,1.8906
Bi1K3O3,2.9960000000000004
K1S2Sb1,1.5881
Mg1O13Te6,2.9812
Ga1Te2Tl1,0.4677
Al2Cl8V1,3.2315
Cu1Fe1O3S1Sr2,0.7659
Ag8Se6Sn1,0.1505
Cu1Mn1O4V1,1.4132
Cs2H6N2P4,1.6855
Nb1O4Y1,3.695
Ag1F3Rb1,0.6152
K2O3Ti1,3.7678
Ca1O24P6Sn4,2.9841
C4Cl17Gd10,0.1387
Co1S5U2,1.116
Ga1In1O7Zn4,1.7557
H1O5Rb5Si1,2.5961
B1Cu2H2Li1O10P2,2.023
C1Li1Na1O3,4.3108
B2F3Gd3O6,5.355
Cr1I2O10Th1,2.7375
Al1La3S7V1,1.1635
O8V3Zn1,1.7794
Br1K3O1,0.8846
Cl1Eu1O3Se1,0.2152
Cu5O10P2,0.9255
La1Lu1O3,4.8726
Ag1Bi1Cr2O8,1.8704
O4Te1V1,2.042
C2N2Se2,2.2601
O18P6Ru2,1.8091
I4P2,1.9243
Ag2H6N2O6Pd1S2,2.3103
Ba2Ge4S10,2.1630000000000003
F11Na1Zn1Zr2,5.8971
O6Te2Th1,1.4207
Ba1N10Si7,3.9161
B1F7Sn2,4.3789
Ag1Ba1P1,0.4031
K2O8Rb1Tb1V2,3.3951
Li1Na1Te1,2.2994
K1Nd1O3Pd1,1.2235
F7K1Yb2,0.442
F6K2Mo1Na1,3.2818
Ag1S2Sb1,1.3718
In1K1O8W2,4.4663
Cl1In5S5,1.2531
Ga1Li1S2,3.0303
F1La3Mo4O16,3.4861
S3Sn1Tl2,0.746
H10N4O4S1,5.129
Ir1Sb1Te1,0.6609999999999999
H6Na4Ru1,2.6815
Ba1N2O6,3.5979
Cl3Cu1Rb2,2.6209
Cl1Li1O4,5.7527
Al1Cl7Se1,0.6498
Cs1O8Sb1V2,2.6618
Ba5Br6O4Si1,4.2574
Cs1F3Yb1,1.7844
As1Li3,0.6375
H12N9P3,4.5967
Co1Ge1Na2O4,1.8961
Fe1Na1O8S2,1.9751
Ba1Li1Sb1,0.6953
Ag2Ge1In2S6,1.3795
Bi2O9Si3,3.612
Cu1F8Fe2H4O2,2.5631
Mn1O3Sr1,0.8325
F6Ti1Tl2,4.3814
Ca1H10O8Zn2,3.827
Fe2H2Mo2O14Se2,2.1488
Cs2O3Pr1,1.62
Cu1Fe1O5P1,1.7137
C2H6N4O1,4.6273
C6O6V1,0.5156
Dy3F1O12Se4,3.756
Ba1P3,0.5636
Ni1O6Sr2Te1,1.9323
O4Pd3Tl1,1.8488
Au1I1,2.2852
Br1N1Zr1,1.4569
Na4O3Sn1,1.9812
Ag1Fe1O6Se2,2.2088
B6Ba3O12,4.7683
F1Fe1O4S1,2.125
F1O12Pb5V3,2.8175
K1Li1Mn1O2,1.1924
Cs2Mn1O4,0.6023
O9V5,0.6508
Cs1H1O7Si3,4.8355
Cl4Gd2S1,2.1759
Ge2O7Tb2,3.6736
Cl18In4Ta6,1.2425
Au3F12La1,2.57
Cd1O6P2,4.0161
S9Sb4Sr3,1.0024
H2Li1N3O1,3.7313
C1N2Sr1,3.6077
Cl6O3Si3,5.5696
Be2Ca1O8P2,2.4765
Co1Li1O9P3,4.2157
Be6Ge6Mn8O24Se2,2.255
Ba1Cu1F7Fe1,2.2412
O5Pb2S1,3.1341
O8P2Rb1W1,2.3156
Al6Br2Ge6Na8O24,3.8233
H10Mg1O10Se2,4.7355
Na2O9Te3Zn2,3.2338
H4Na2O8Se2,4.087
Cu3I3P4S3,1.7217
C1H4Na4O9P2,2.1347
F5Ga1H4Mn1O2,3.5076
Mo1O5U1,1.2261
F11Na1Pd1Zr2,3.1189
As4Na8Ti1,1.0531
B4Hg1O7,1.7894
Na1O3,0.5441
Ba1Ge4O9,3.0076
Ba2Mo1Ni1O6,2.2815
Nb2O8Zn3,3.5821
Na1O8Pr1Se2,2.9041
Cl9Cr2Cs3,2.6377
Ba1Cl2H2O1,5.1177
Cl1Fe1N3O3,1.4676
C2Ca2Cl2H4O6,3.5186
K3O9S3Sb7,1.8341
Ag5Cs1Te3,0.3686
Au1Cs1Se3,1.0566
Cd1O3Te1,3.1032
Al1C1H2Na1O5,5.0097
C3Fe1N1O4Tl1,2.622
Cl1N5S4,1.9766
C1H1Na1O3,4.8668
Cs4P2Se10,1.4818
H2Mn2O6S1,3.1028
Ho3O7Re1,0.93
Hg3Na2S4,1.331
As1Nd1O4,3.4046
Ba1F5Mn1,1.8441
C1Er2N2O2,4.0124
Ag1F6Sn1,2.067
As11Rb3,1.4803
C2H7N7O6,2.1319
Nd2O12W3,3.7127
Cl6H22O10Sn1,2.7337
Fe1H6O9P3,2.9023
O7Si2Sr1V1,2.8811
K4Se6Sn2,1.4409999999999998
Cl3Rh1Te6,1.289
Cd1H4Na2O10S2,4.0841
Ba1Dy2Ni1O5,1.979
B1C4Na1O8,3.5267
Ce4O4S3,1.3908
H6Na2Pt1,3.4738
Cs1La1O12P4,5.2819
O4Pb1Si1Zn1,3.1627
O6Sb2W1,1.5272
Ba2Br2F10Pb4,3.28
Br2Ni5O12Se4,2.7646
C1H4N1Na1O2,5.8384
C4H9N1O6Zn1,4.6461
H2Mg1O5S1,5.4933
B12H20Li2O4,5.2468
F1O3S1Tl1,4.5506
Ge2N4Si1,1.6369
C4H12Mn1N10,2.9477
Hg3O8P2,1.4112
Cl12N1Nb1P2,2.6206
B12Br1H12K3,4.8308
Na3O5Re1,2.5576
P2Se6Sn2,1.3238
Br1F3,2.1653
Cu2K2S4Th1,0.9219
O3Xe1,2.105
Ca2Ge1,0.3218
Er1Pd1Sb1,0.0481
Nb5O30P7,2.8184
Ni2P2S6,1.2502
Ca1Ge2O6Zn1,2.7041
O11P2W2,2.5562
B12H12Sr1,5.9467
Ag1Ho1Se2,1.0248
Cd3K2Te4,1.4926
Cr1Li1Mo2O8,2.6863
Br1Ho1Mo1O4,1.8426
As2Ge2Te5,0.3359
Ag3P7Sn1,0.7281
O5P1Ta1,3.7387
P2S6Zr1,1.5137
As2Ca2O7,3.3025
C4F6O5,5.3098
Ag1Na3O2,1.325
C1O3Zn1,4.0912
Li2O4Si1Sr1,4.6593
Al1H24Li1Mg10,3.5922
Cl5K2N1Os1,2.2255
H4Li1N1O5S1,5.7096
As2Cs2F8O2,3.7394
F7Sb1Xe1,2.7731
Al4K12P8,0.7049
Mo3O12Rb2Se1,2.4778
Ba1O4Y2,3.2446
F4O1U1,3.5858
Cd1Na2Sb2Yb1,0.322
O38P4W10,0.246
Cd1F3K1,3.397
Be1Ca2O7Si2,4.9929
Cs4P2Pd1Se8,1.5318
Ca1Ga2P2,0.2093
Fe1La3O6,2.91
Al12O24Sr8Te2,2.8283
K1Na1O6V2,3.2254
C1H6N2S2,2.7058
Na2O7V2Zn1,3.3898
K6O7Ti2,3.3612
Cu3F7Na1,1.7858
B1Na1O2,4.1423
Cl6Cr1Na3,2.7698
Bi1Cu2O6P1,1.0711
Cs1K2O8P2Sc1,4.5133
Au2S1,1.9593
Cs2S3,1.3622
Ag1Ba1F1Te1,1.7833
B12H12K2,5.5216
Al6Cl2K8O24Si6,4.5701
C6Cu1Fe1K2N6,1.5914
Cl1Cu1La1Nb2O7,1.1424
Cu1Ir1O6Sr3,0.5446
Cu7P1Se6,0.2144
Dy4Mo4O11,0.3508
Rb2Se3,0.6482
As2Fe1K1O7,2.5312
K1O2Sb1,2.005
Br2C2H6N2S1,2.5775
Cr3In1O8,0.2215
Li6Na1O8Rb1Si2,4.5931
B4Ga2Li6O12,4.1601
Mn3Nb6O11,0.4695
Cl7Mo2O2Tl1,1.9465
K1N1O2,2.5019
Ba1H3Li1,2.2141
Al1O4Rb1Si1,4.0669
Be1Cs1H3,3.1910000000000003
Mo1O6S1,2.9419
Cl5Nb1,2.4289
F2Na1O2V1,2.2125
Br6Eu4O1,2.6533
C2H6Te2,1.5884
C5H12N2O5S2,4.3714
Au1Li1S1,2.1215
Cl14O8P4V2,2.0433
Cu2Si1Te4Zn1,0.3552
Fe1Rb1Se2,0.5479
Br4Cs1Tl1,1.9458
Ca1O9P2V2,1.5003
Br7Ga1Se1,2.232
Ba2O3Zn1,3.0997
F4Li3Mn1O6P2,1.5713
Cl6Cs2Te1,2.7862
Li2Mg2O12S3,5.6321
Bi2Br1O4Pr1,1.2332
Co1S1,0.2993
Au1Cl4Cs1,1.8687
Ni1O6V2,2.0771
Cr2Mn3O12Si3,3.0822
Bi1Br3,2.62
H3Mg1Rb1,2.582
C2Gd1H7O8S1,4.8117
Ca1Cr1O4,2.3367
C3Cr2N6,1.8675
Cu1Ho3S7Sn1,1.3373
B2Co2O5,3.5305
B1Cu1Se2,1.6692
B1Li3O3,5.136
Cs2O3Te1,3.5443
C2H6N4Na1O4P1,4.922
O6P4Se2,3.2104
Au1Cs1O8S2,1.7280000000000002
Na1O6U1V1,2.6706
Lu1O4V1,2.9302
Cs10K6Pb36,0.7219
K1O11V6,0.2471
Ba1Ce2S5Zn1,1.3567
C4H5Na3O8,4.4636
Ag1P2S6V1,1.0091
C3H12Li2N6O7S1,5.2243
H6O12Sc2Se3,4.6609
Li2O4W1,5.0569
Os1Si1,0.6881
Mn3Na2O7,1.5221
H6Hg1I3N1O1,1.6362
Au1Pb4Rb3,0.3355
Co1O6Sr3Zn1,1.4688
Be2Fe1O10Si2Y2,3.619
Nd1O3Rh1,1.4844
Ag1Bi1S2,0.7795
As1H2Li1O5Zn1,3.4253
Cr2Ge3Mn3O12,2.3417
Cl4H26O14Sc2,4.9396
C2I4O2Pt2,1.7688
K1Nd1Te2,1.176
Ca2Fe1O6W1,2.0021
Br3In1,2.5749
Al1F5Mn1,4.6434
As6Rb4,0.3879
Cs4P2Se9,1.4951
Cl1O4Rb1,5.4485
Cl8O4Si4,5.5441
Ba1Mn1O7P2,3.9425
O6Sb1Sr2Y1,3.5114
Er1Mo4O16Rb5,3.9603
F1S1Tb1,1.2564
F7I1,1.8501
B4Er1W1,0.2787
F14K5Ti3,3.1372
I5La2,0.4429
Br1C5Mn1O5,2.8219
Ho1O2Rb1,3.6246
Bi1Cu1S2,0.7236
Cs1O12Te2V3,2.4282
Mo6O24Rb8Zr1,3.7602
N8O6P6Sr3,4.4772
Br2N3S2V1,0.9145
N3Na3W1,1.811
Cd2H2O6S1,2.9163
Ba2Cu1Ge2O7,1.5566
Ba1Cr1F5,3.5861
As4Cu3K2O12,1.3952
K1Li1Te1,2.4325
Cu5O13Tl1V3,1.0378
S5Tb2Zr1,1.1919
Ge7H8N2O15,2.6986
C1K1N1S1,4.1119
Cl12N1P2Ta1,2.9121
Mg1O7Si2Sr2,4.4924
Br3Cs1Pb1,1.7514
Cu1Te3Ti1Tl1,0.2653
Cr1F3K1,0.5552
Na1P5,1.3845
Cs6Fe2O5,1.5322
Ag3Na1O2,0.8182
F6Ge1Na2,5.7242
Bi1O8P1Pb4,2.5622
Ga1I7Te1,1.8512
As1Cu1H1O5Zn1,1.8068
As2Ba1Mg2,1.0691
Ba5Sb4,0.2541
Ca1O24P6Zr4,4.1705
Bi2Cs2Pd1,0.5381
Cl4Gd1Li1,4.5031
Rb1Se2Tb1,1.9309
B6Cr1H16,2.504
K3O3S1V1,3.115
In2Mg1O4,1.9939
Cl1F3,2.5712
Cr1F6Mn1Na1,3.3972
H4O10Si2Zn4,3.7761
Ca4O9P2,4.4805
As3H1Sr5,0.6778
Cl2H8N4Zn1,4.8805
Ag1C2K1N2,3.7273
Br4O4Pb4Si1,3.1461
K1La2Nb1O6,3.6476
Al2Br6,3.1356
O2Rb1Y1,3.6092
Ce2Fe2O3S2,1.6929
Cl9Cs3Sc2,4.2599
O112Si56,5.5293
H16Ni1O10P2,2.3189
Cl4K1Tl1,2.3014
K2O6S2Se1,2.9864
Al1H6Li3,3.6128
O8Re2Zn1,4.0279
S3U1,1.6149
Ba1Er2Te4,0.7783
B1O3Pr1,4.3807
H8Mo1N2O1S3,1.7259
Cd2O14P4Si1,4.1792
C5H14N2O2,4.3886
F1I1Sr1,4.2997
Er1Rb1S2,2.3554
Br4Ge4S6,2.4397
K3O8V3,1.5359
H18I2K4Na2O20Pd1,2.2174
Au1Na1S1,2.2162
C3H6N1Sb1,3.6923
As4Sr3,0.6253
C4F6Hg1,3.6081
Ce1Cl1Te1,0.8327
Au2Br6Cs2,0.6777
Ge1O8P2Sr1,4.0105
Ca3Li4N6Si2,2.2872
Ca3Ge2P4,0.7234
Ni1O4W1,2.6533
Ba1C2H6N2O3S2,4.2052
C1I4,1.0643
Pb4S13Sb6,0.8554
Cl2Cs1K1O8,5.502000000000002
Bi2Ga4S8,2.5457
C1Cl1Co1H12N4O7,3.7117
Cl6H5O2Sb1,1.8125
Cu1O10Si4Sr1,2.3826
Nd1Se2Tl1,1.2152
In1P3Sr3,0.8432
As1La1O3,2.7532
Te1V1,0.8107
Ce2O2Te1,1.876
Na2S2Zn1,2.6711
F1Ho1O1,5.1008
F6Fe1Na3,3.0326
O7Se2Tb2,3.2247
K3Nd1O8P2,3.7084
Si1Sr2,0.345
I4Zr1,2.0584
Ca1Ir2P2,0.4808
Ca2Co1O3,1.6243
C1K1O5Pu1,0.2383
Cs2Te3,0.5208
Co1O5Se2,2.6872
Cl9Cs3Tl2,2.2046
Mo1O5Pb2,2.8726
K1Nb2P1S10,1.5797
Al12O19Sr1,4.454
In1K2P2S7,1.9274
Cu5K1O13V3,0.8928
Cl1H5N2O4,5.388
F4Sr1Zn1,5.8439
B2Gd1Li3O6,4.9187
Ca2O4Pb1,1.4857
O4Rb2Ru1,1.289
Ba1S4Y2,1.7639
C6Fe2O6S2,2.5404
K3O7Sc1Si2,3.6504
Br2K4O1,0.9974
O13Te5Y2,2.9991
O7Rb2U2,2.6589
As2Ge5Te8,0.2353
Cl2Eu2O3Si1,2.722
Mo2O8Sc1Tl1,3.8096
K3Li1Si4,1.5213
Gd2O7Sn2,2.1547
Br3Fe1In1,1.9095
Cl5H12N3Zn1,4.6486
S12,2.4303
Mn2Nb2O9Zn2,2.2812
H1Li4O15P5,5.7272
Cr1K1O7P2,2.8571
Cl9Cs3V2,1.4480000000000002
Ca5F22Zr3,5.3231
Ba2I1Na1O6,2.2127
Dy2O5V1,1.4954
Nd2O11Te4,3.2529
Br2Na4O1,2.0442
Co2Na4O5Rb2,1.526
B3Be3F4Na1O9Sr3,4.7946
Ce2O4Se1Si1,2.6193
F15Pr1Zr3,4.883
C1Cl2Gd2,0.4447
F6Pt1Rb2,3.1809
Cs2P4S16Ti2,1.7831
Mg1P4,0.6819
O4Sr1Te1,2.2395
La1O11Sr2Ta3,3.1435
Ba1In2O14P4,4.0856
Cu1Ga1O2,1.0323
Na4O7P2,4.4257
P2Rb2Se6,1.1961
Na1O6Sr3Ta1,3.9969
Er2O7Ru2,0.555
H8K2Ni1O16P4,4.5783
Ca1H12O9S2,4.1093
Ga1I4Tl1,2.5579
K2O7U2,2.6585
Cl9P1Te1,1.8015
Br4Na2Zn1,3.9706
P4S9,2.7163
Cd1I4S8Sb6,1.5473
Cl10P1U1,2.5469
Cu2Hg1S4Si1,0.7235
S3Ta1Tl1,0.6312
Cu2Ge4O13Sc2,1.6515
Er2O7Tc2,1.2928
C1N6Si4Y2,3.1022
K2Pd1S2,1.4718
C4N4Pt1Zn1,4.4262
Co1H9N6O6,2.7023
Cs1Na1Te1,1.9929
H4K2O6Os1,0.7912
Ga2H4K1Mn1O14P3,3.4986
Ca2Ir1O4,0.1804
Eu2F1K5O13Si4,1.9842
P4Sr4Ti1,1.5498
Co1P1Se1,0.7397
H1K3Mo1O1S4,2.013
I3P1,2.2464
F1Nd1Te1,0.3329
H12N2Ni1O10S2,2.4090000000000003
F5H3N1P1,2.6258
Ba5Br1O12P3,4.9747
Dy1P1S4,2.1633
Cs2O3Pb1,1.3914
O15V8,0.1848
Ag6K2S4,1.533
Ba2Ho1O6Sb1,3.4306
Ba1Cu6Ge2S8,1.1079
Cs1Tb1Te3Zn1,1.4588
Cl5Cr1Cs2H8O4,2.9552
C8F24Ir4O8Sb4,2.8089
As1F7Kr1,2.45
Ag1F3,1.224
C2Cl1H8N1O1Si1,5.0161
C2Cl6H12N6Sn1,2.4279
H22N8O18P6,5.117
Fe6Na14O16,3.8474
As1Cu1F7,2.2119
C4H8In1K1O12,3.6044
H6N3O12Tl1,1.9123
I4Rb2Zn1,3.2734
Dy2O1S2,2.5649
As1C2F6N1O2,4.6428
La1Li1O4Ti1,2.9613
C6Cs2N9Na1,4.4051
Ge1Na2S3,2.4678
Ag1Bi2Cl1S3,1.1319
As4Br1K1O6,2.7276
Ag2H12N4O4S1,3.367
F2Ge1,4.0982
Ba1Ca1O7P2,5.2674
Rb3Sb1,0.0985
Eu3F10Rb1,1.0588
Er1O2Rb1,3.6486
F6Ir1Rb2,1.3072
Cs1I2Li1,3.7393
O6P4S2,3.7994
O9Rb2V4,2.0993
Cu1Gd1O1Se1,1.2178
B5H12N1O12,5.5637
As4Si3,0.3999
Cu1Ho3S7Si1,1.8544
B2Mg1O6Sn1,3.0974
Ba1Cr1S2,0.3687
Au1C2Rb1,2.5761
Mo1Na2O8P1Y1,4.0793
Cu1H1,0.8185
Co1Nb1O4,1.156
Hg1Ho2O4,2.0885
Br1Er1Mo1O4,1.9117
Al5Ho3O12,4.6671
Cs4Se4Si1,2.2187
I1Li1O4,2.1919
As1H2Mn1O5,1.9448
H5I1O6,2.3263
Na3Sb1Se4,0.9729
B1O4Ta1,3.6319
Mn2O7V2,1.515
Ag1Ba1Nd1S3,1.7617
C2N2S2Sn1,2.517
Ba1Bi2Mo4O16,2.9634
Se4Sr1Y2,1.4406
Ga3Li9O29P8,4.6754
Co1O6V2,2.5322
H4Li2Mg1,3.5256
Li0.667Mn0.667Ni0.333O2,1.6437
Ag1As3H2Mn3O12,1.6557
Mg2O7P2,5.3203
Cl1O1Ti1,2.3817
Cd2P2S6,1.785
Bi2K4O5,2.6385
K1O4Ru1,0.4642
O6Pb1Sb2,1.9453
Gd1Na1S2,2.0856
Ba2S3Zn1,2.079
Al3H6K1O14S2,5.4945
Ca5H1O13P3,5.204
B3K1O9Sr4,4.1857
Cr5In1Se8,0.2066
Er1I3O9,3.1183
Nd1O1Sb1Zn1,0.1215
Fe1H14O11S1,3.534
Cl3Hg2K1O3S1,2.6599
O3Sb1Tl1,2.146
Hg1K6Se4,1.4114
Ca4Cu3P5Zn2,0.1292
Cl3V1,1.5872
Cl1Cu3Er1O8Se2,1.3166
Ce2Cl6H28O14,0.0516
F6Os1,0.5904
Al1Se2Tl1,1.6258
Ag2O3,0.3951
Cs0.33Mo1O3,0.7678
Al2Cs2O10Si3,4.4897
Hg1O6P2,2.5810000000000004
F3In1,4.2011
Hg2I1O1,0.9146
Ga1O12P3Zr2,4.1669
K3Sb1Se4,1.422
H13N3O8Se2,3.5554
F3O1V1,3.6215
As1Cd1Ce1O1,1.1226
Au1Na1Se2,0.8647
Cs1Sb2Se4,1.1106
Ba1Ho2O4,3.2272
H12K4N4O12P4,4.3525
F6K3Mo1,2.6721
C2H2O4Sr1,4.8325
Cl5Co1H15N5Pd1,2.355
O8,1.3985
Li1O5Te1V1,2.6687
As1K3Se3,2.1054
S16,1.4742
C4H16N2O6U1,3.1158
Cd1Cl1H1O1,1.4088
Cl4Mo1,0.8933
I2O7Ti1,2.6292
C2N2S9,2.5805
Cd1K2O2,1.4062
Br12Co1Ho7,0.4491
Ca1O6Sr2W1,2.9093
Cu1Dy3Se7Si1,1.5506
Ag1H2O4V1,2.7143
Gd1I3O9,2.9976
Ge1Hg2Se4,0.3938
Bi4Cu3La3,0.1759
Co1H4N8,2.8691
F2Fe2O1S2Sr2,1.7652
Ce3I1S8Si2,2.6151
As3Rb5Si1,0.3824
C4K2N4Ni1,4.0213
O11Pb1V6,0.7324
O2Te1U2,0.598
Cd1O10Pb6Te1,2.097
Li1O12Te2V3,1.8426
Co1Er7I12,0.4268
Bi1Ir1S1,0.7434
Au5F21Tb2,2.2159
Cs2S6Sn2,1.4594
La2O9W2,3.0031
F2O3S1Xe1,2.4555
Ca2H4Mg1O10P2,5.3933
B6Ba2O12Zn1,4.3113
F1H6N1O2,3.4724
O4S1Tl2,3.7855
Ir1S1Sb1,1.1992
Li1O4Rb2V1,3.9322
Rb2Te5,0.2536
Cr4K3O16P1,2.7060000000000004
Ge2K1O12P3,3.5968
Er1K1S2,2.3695
Ca1H6O9P2,5.4596
O1P2Sr4,1.2247
C1H2Na2O4,4.1795
S5Ti1U2,0.2012
Au2La4O9,2.1242
Ag1Pr3Se7Si1,1.4846
Ca1O6Ta2,2.6682
Pt3S8Ta2,0.9454
Ba2Si4,0.7627
Li6O7Si2,4.7957
